Column,source,target
0,Hedevall,Jens Aarup Reimann
0,Hedevall,Johan Vibe
0,Hedevall,Carl Aamodt
1,Jens Aarup Reimann,Hedevall
1,Jens Aarup Reimann,Johan Vibe
1,Jens Aarup Reimann,Carl Aamodt
1,Jens Aarup Reimann,Else Sophie Jensdatter Birkedalen
1,Jens Aarup Reimann,Hans Jacob
1,Jens Aarup Reimann,x
1,Jens Aarup Reimann,x
2,Johan Vibe,Hedevall
2,Johan Vibe,Jens Aarup Reimann
2,Johan Vibe,Carl Aamodt
2,Johan Vibe,Mr. Mouthon
2,Johan Vibe,Catharina Sørensen
3,Carl Aamodt,Hedevall
3,Carl Aamodt,Jens Aarup Reimann
3,Carl Aamodt,Johan Vibe
4,Jens Aarup Reimann,x
5,x,Jens Aarup Reimann
7,Else Sophie Jensdatter Birkedalen,Hans Jacob
7,Else Sophie Jensdatter Birkedalen,x
7,Else Sophie Jensdatter Birkedalen,Jens Aarup Reimann
7,Else Sophie Jensdatter Birkedalen,x
8,Hans Jacob,Else Sophie Jensdatter Birkedalen
8,Hans Jacob,x
8,Hans Jacob,Jens Aarup Reimann
8,Hans Jacob,x
9,x,Else Sophie Jensdatter Birkedalen
9,x,Hans Jacob
9,x,Jens Aarup Reimann
9,x,x
10,x,Else Sophie Jensdatter Birkedalen
10,x,Hans Jacob
10,x,x
10,x,Jens Aarup Reimann
13,Catilina,x
13,Catilina,x
13,Catilina,Christian Lofthuus
13,Catilina,Henning Bie
13,Catilina,Thomas Crawfurd
14,x,Catilina
14,x,x
14,x,Christian Lofthuus
14,x,Henning Bie
14,x,Thomas Crawfurd
15,x,Catilina
15,x,x
15,x,Christian Lofthuus
15,x,Henning Bie
15,x,Thomas Crawfurd
16,Christian Lofthuus,Catilina
16,Christian Lofthuus,x
16,Christian Lofthuus,x
16,Christian Lofthuus,Henning Bie
16,Christian Lofthuus,Thomas Crawfurd
17,Henning Bie,Catilina
17,Henning Bie,x
17,Henning Bie,x
17,Henning Bie,Christian Lofthuus
17,Henning Bie,Thomas Crawfurd
18,Thomas Crawfurd,Catilina
18,Thomas Crawfurd,x
18,Thomas Crawfurd,x
18,Thomas Crawfurd,Christian Lofthuus
18,Thomas Crawfurd,Henning Bie
21,Didi Heibergs,Thomas Overskou
21,Didi Heibergs,Frantz Bruun
21,Didi Heibergs,Harald Nielsen
21,Didi Heibergs,Frantz Bruun
21,Didi Heibergs,Ferdinand Hoppe
21,Didi Heibergs,August Bournonville
21,Didi Heibergs,Ludvig Gade
21,Didi Heibergs,Thomas Overskou
21,Didi Heibergs,Carl Bernhard
21,Didi Heibergs,Carl Sichlau
21,Didi Heibergs,Thomas Hofmann
21,Didi Heibergs,Ludvig Holberg
21,Didi Heibergs,x
21,Didi Heibergs,H. C. Andersen
21,Didi Heibergs,Johan Christian Dahl
21,Didi Heibergs,Olaf Hansson
21,Didi Heibergs,Harald Nielsen
21,Didi Heibergs,Christopher Bruun
21,Didi Heibergs,Ferdinand Hoppe
21,Didi Heibergs,Carl Sichlau
21,Didi Heibergs,Johann Lanzky
21,Didi Heibergs,Johann Lanzky
21,Didi Heibergs,Thomas Overskou
21,Didi Heibergs,Johan Christian Dahl
21,Didi Heibergs,x
21,Didi Heibergs,Christopher Bruun
21,Didi Heibergs,Ferdinand Hoppe
21,Didi Heibergs,Rømer
21,Didi Heibergs,Harald Nielsen
21,Didi Heibergs,Grethe
21,Didi Heibergs,x
21,Didi Heibergs,Andreas Isachsen
21,Didi Heibergs,x
21,Didi Heibergs,Prom. Brynhjolf
21,Didi Heibergs,Ole Johan Bucher
21,Didi Heibergs,Hanne
21,Didi Heibergs,Carl Johannesen
21,Didi Heibergs,Frederik Høedt
21,Didi Heibergs,Thomas Overskou
21,Didi Heibergs,Jakob Løkke
21,Didi Heibergs,Johan Holm-Hansen
21,Didi Heibergs,Jakob Gottlob Berner
21,Didi Heibergs,Peter Hansen
21,Didi Heibergs,Carl Steen Andersen Bille
21,Didi Heibergs,Marie Thoresen
21,Didi Heibergs,August Larsen
21,Didi Heibergs,Marie Thoresen
21,Didi Heibergs,Johan Herman Thoresen
21,Didi Heibergs,Oskar Blumenthal
21,Didi Heibergs,Carl Christian Hall
21,Didi Heibergs,Andreas Frederik Krieger
21,Didi Heibergs,Marcus Monrad
21,Didi Heibergs,Ludvig Ludvigsen Daae
21,Didi Heibergs,Jakob Løkke
21,Didi Heibergs,Hans Jacob Jensen
21,Didi Heibergs,Jakob Gottlob Berner
21,Didi Heibergs,Jakob Gottlob Berner
21,Didi Heibergs,Molbech
21,Didi Heibergs,Georg Brandes
21,Didi Heibergs,Marie Thoresen
21,Didi Heibergs,x
21,Didi Heibergs,Bjørnstjerne Bjørnson
21,Didi Heibergs,Edvard Fallesen
21,Didi Heibergs,Marie Thoresen
21,Didi Heibergs,Molbech
21,Didi Heibergs,Edvard Brandes
21,Didi Heibergs,Gustaf Retzius
21,Didi Heibergs,Urban von Feilitzen
21,Didi Heibergs,Valfrid Vasenius
21,Didi Heibergs,Nordahl Rolfsen
21,Didi Heibergs,Carsten Hauch
21,Didi Heibergs,Frantz Bruun
21,Didi Heibergs,Sofie Parelius
21,Didi Heibergs,Laura Gundersen
21,Didi Heibergs,Tesmans
21,Didi Heibergs,Arnoldus Reimers
21,Didi Heibergs,Ejlert Løvborg
21,Didi Heibergs,Edvard Fallesen
21,Didi Heibergs,Nils Lund
22,Thomas Overskou,Didi Heibergs
22,Thomas Overskou,Frantz Bruun
23,Frantz Bruun,Didi Heibergs
23,Frantz Bruun,Thomas Overskou
23,Frantz Bruun,Harald Nielsen
23,Frantz Bruun,Ferdinand Hoppe
23,Frantz Bruun,August Bournonville
23,Frantz Bruun,Ludvig Gade
23,Frantz Bruun,Didi Heibergs
23,Frantz Bruun,Thomas Overskou
23,Frantz Bruun,Carl Bernhard
23,Frantz Bruun,Carl Sichlau
23,Frantz Bruun,Thomas Hofmann
23,Frantz Bruun,Ludvig Holberg
23,Frantz Bruun,x
23,Frantz Bruun,H. C. Andersen
23,Frantz Bruun,Johan Christian Dahl
23,Frantz Bruun,Olaf Hansson
23,Frantz Bruun,Johan Christian Dahl
23,Frantz Bruun,Léon Bonnat
23,Frantz Bruun,Harald Nielsen
23,Frantz Bruun,Knud Nergaard
23,Frantz Bruun,Wundartz Troitzh
23,Frantz Bruun,Didi Heibergs
23,Frantz Bruun,Sofie Parelius
23,Frantz Bruun,Laura Gundersen
23,Frantz Bruun,Tesmans
23,Frantz Bruun,Arnoldus Reimers
23,Frantz Bruun,Ejlert Løvborg
23,Frantz Bruun,Edvard Fallesen
23,Frantz Bruun,Nils Lund
24,Harald Nielsen,Frantz Bruun
24,Harald Nielsen,Ferdinand Hoppe
24,Harald Nielsen,August Bournonville
24,Harald Nielsen,Ludvig Gade
24,Harald Nielsen,Didi Heibergs
24,Harald Nielsen,Thomas Overskou
24,Harald Nielsen,Carl Bernhard
24,Harald Nielsen,Carl Sichlau
24,Harald Nielsen,Thomas Hofmann
24,Harald Nielsen,Ludvig Holberg
24,Harald Nielsen,x
24,Harald Nielsen,H. C. Andersen
24,Harald Nielsen,Johan Christian Dahl
24,Harald Nielsen,Olaf Hansson
25,Ferdinand Hoppe,Harald Nielsen
25,Ferdinand Hoppe,Frantz Bruun
25,Ferdinand Hoppe,August Bournonville
25,Ferdinand Hoppe,Ludvig Gade
25,Ferdinand Hoppe,Didi Heibergs
25,Ferdinand Hoppe,Thomas Overskou
25,Ferdinand Hoppe,Carl Bernhard
25,Ferdinand Hoppe,Carl Sichlau
25,Ferdinand Hoppe,Thomas Hofmann
25,Ferdinand Hoppe,Ludvig Holberg
25,Ferdinand Hoppe,x
25,Ferdinand Hoppe,H. C. Andersen
25,Ferdinand Hoppe,Johan Christian Dahl
25,Ferdinand Hoppe,Olaf Hansson
25,Ferdinand Hoppe,Harald Nielsen
25,Ferdinand Hoppe,Christopher Bruun
25,Ferdinand Hoppe,Carl Sichlau
25,Ferdinand Hoppe,Johann Lanzky
25,Ferdinand Hoppe,Johann Lanzky
25,Ferdinand Hoppe,Didi Heibergs
25,Ferdinand Hoppe,Thomas Overskou
25,Ferdinand Hoppe,Johan Christian Dahl
25,Ferdinand Hoppe,x
25,Ferdinand Hoppe,Christopher Bruun
25,Ferdinand Hoppe,Rømer
25,Ferdinand Hoppe,Harald Nielsen
25,Ferdinand Hoppe,Grethe
25,Ferdinand Hoppe,x
25,Ferdinand Hoppe,Andreas Isachsen
25,Ferdinand Hoppe,x
25,Ferdinand Hoppe,Prom. Brynhjolf
25,Ferdinand Hoppe,Ole Johan Bucher
25,Ferdinand Hoppe,Hanne
25,Ferdinand Hoppe,Carl Johannesen
25,Ferdinand Hoppe,Frederik Høedt
25,Ferdinand Hoppe,Thomas Overskou
25,Ferdinand Hoppe,Didi Heibergs
26,August Bournonville,Harald Nielsen
26,August Bournonville,Frantz Bruun
26,August Bournonville,Ferdinand Hoppe
26,August Bournonville,Ludvig Gade
26,August Bournonville,Didi Heibergs
26,August Bournonville,Thomas Overskou
26,August Bournonville,Carl Bernhard
26,August Bournonville,Carl Sichlau
26,August Bournonville,Thomas Hofmann
26,August Bournonville,Ludvig Holberg
26,August Bournonville,x
26,August Bournonville,H. C. Andersen
26,August Bournonville,Johan Christian Dahl
26,August Bournonville,Olaf Hansson
27,Ludvig Gade,Harald Nielsen
27,Ludvig Gade,Frantz Bruun
27,Ludvig Gade,Ferdinand Hoppe
27,Ludvig Gade,August Bournonville
27,Ludvig Gade,Didi Heibergs
27,Ludvig Gade,Thomas Overskou
27,Ludvig Gade,Carl Bernhard
27,Ludvig Gade,Carl Sichlau
27,Ludvig Gade,Thomas Hofmann
27,Ludvig Gade,Ludvig Holberg
27,Ludvig Gade,x
27,Ludvig Gade,H. C. Andersen
27,Ludvig Gade,Johan Christian Dahl
27,Ludvig Gade,Olaf Hansson
27,Ludvig Gade,Didi Heibergs
27,Ludvig Gade,Peter Hansen
27,Ludvig Gade,Abraham Lincolns
27,Ludvig Gade,Christian Jørgensen
27,Ludvig Gade,Christian Jørgensen
27,Ludvig Gade,Molbech
28,Thomas Overskou,Harald Nielsen
28,Thomas Overskou,Frantz Bruun
28,Thomas Overskou,Ferdinand Hoppe
28,Thomas Overskou,August Bournonville
28,Thomas Overskou,Ludvig Gade
28,Thomas Overskou,Didi Heibergs
28,Thomas Overskou,Carl Bernhard
28,Thomas Overskou,Carl Sichlau
28,Thomas Overskou,Thomas Hofmann
28,Thomas Overskou,Ludvig Holberg
28,Thomas Overskou,x
28,Thomas Overskou,H. C. Andersen
28,Thomas Overskou,Johan Christian Dahl
28,Thomas Overskou,Olaf Hansson
28,Thomas Overskou,Harald Nielsen
28,Thomas Overskou,Christopher Bruun
28,Thomas Overskou,Ferdinand Hoppe
28,Thomas Overskou,Carl Sichlau
28,Thomas Overskou,Johann Lanzky
28,Thomas Overskou,Johann Lanzky
28,Thomas Overskou,Didi Heibergs
28,Thomas Overskou,Johan Christian Dahl
28,Thomas Overskou,x
28,Thomas Overskou,Christopher Bruun
28,Thomas Overskou,Ferdinand Hoppe
28,Thomas Overskou,Rømer
28,Thomas Overskou,Harald Nielsen
28,Thomas Overskou,Grethe
28,Thomas Overskou,x
28,Thomas Overskou,Andreas Isachsen
28,Thomas Overskou,x
28,Thomas Overskou,Prom. Brynhjolf
28,Thomas Overskou,Ole Johan Bucher
28,Thomas Overskou,Hanne
28,Thomas Overskou,Carl Johannesen
28,Thomas Overskou,Frederik Høedt
28,Thomas Overskou,Didi Heibergs
29,Carl Bernhard,Harald Nielsen
29,Carl Bernhard,Frantz Bruun
29,Carl Bernhard,Ferdinand Hoppe
29,Carl Bernhard,August Bournonville
29,Carl Bernhard,Ludvig Gade
29,Carl Bernhard,Didi Heibergs
29,Carl Bernhard,Thomas Overskou
29,Carl Bernhard,Carl Sichlau
29,Carl Bernhard,Thomas Hofmann
29,Carl Bernhard,Ludvig Holberg
29,Carl Bernhard,x
29,Carl Bernhard,H. C. Andersen
29,Carl Bernhard,Johan Christian Dahl
29,Carl Bernhard,Olaf Hansson
30,Carl Sichlau,Harald Nielsen
30,Carl Sichlau,Frantz Bruun
30,Carl Sichlau,Ferdinand Hoppe
30,Carl Sichlau,August Bournonville
30,Carl Sichlau,Ludvig Gade
30,Carl Sichlau,Didi Heibergs
30,Carl Sichlau,Thomas Overskou
30,Carl Sichlau,Carl Bernhard
30,Carl Sichlau,Thomas Hofmann
30,Carl Sichlau,Ludvig Holberg
30,Carl Sichlau,x
30,Carl Sichlau,H. C. Andersen
30,Carl Sichlau,Johan Christian Dahl
30,Carl Sichlau,Olaf Hansson
31,Thomas Hofmann,Harald Nielsen
31,Thomas Hofmann,Frantz Bruun
31,Thomas Hofmann,Ferdinand Hoppe
31,Thomas Hofmann,August Bournonville
31,Thomas Hofmann,Ludvig Gade
31,Thomas Hofmann,Didi Heibergs
31,Thomas Hofmann,Thomas Overskou
31,Thomas Hofmann,Carl Bernhard
31,Thomas Hofmann,Carl Sichlau
31,Thomas Hofmann,Ludvig Holberg
31,Thomas Hofmann,x
31,Thomas Hofmann,H. C. Andersen
31,Thomas Hofmann,Johan Christian Dahl
31,Thomas Hofmann,Olaf Hansson
32,Ludvig Holberg,Harald Nielsen
32,Ludvig Holberg,Frantz Bruun
32,Ludvig Holberg,Ferdinand Hoppe
32,Ludvig Holberg,August Bournonville
32,Ludvig Holberg,Ludvig Gade
32,Ludvig Holberg,Didi Heibergs
32,Ludvig Holberg,Thomas Overskou
32,Ludvig Holberg,Carl Bernhard
32,Ludvig Holberg,Carl Sichlau
32,Ludvig Holberg,Thomas Hofmann
32,Ludvig Holberg,x
32,Ludvig Holberg,H. C. Andersen
32,Ludvig Holberg,Johan Christian Dahl
32,Ludvig Holberg,Olaf Hansson
33,x,Harald Nielsen
33,x,Frantz Bruun
33,x,Ferdinand Hoppe
33,x,August Bournonville
33,x,Ludvig Gade
33,x,Didi Heibergs
33,x,Thomas Overskou
33,x,Carl Bernhard
33,x,Carl Sichlau
33,x,Thomas Hofmann
33,x,Ludvig Holberg
33,x,H. C. Andersen
33,x,Johan Christian Dahl
33,x,Olaf Hansson
34,H. C. Andersen,Harald Nielsen
34,H. C. Andersen,Frantz Bruun
34,H. C. Andersen,Ferdinand Hoppe
34,H. C. Andersen,August Bournonville
34,H. C. Andersen,Ludvig Gade
34,H. C. Andersen,Didi Heibergs
34,H. C. Andersen,Thomas Overskou
34,H. C. Andersen,Carl Bernhard
34,H. C. Andersen,Carl Sichlau
34,H. C. Andersen,Thomas Hofmann
34,H. C. Andersen,Ludvig Holberg
34,H. C. Andersen,x
34,H. C. Andersen,Johan Christian Dahl
34,H. C. Andersen,Olaf Hansson
34,H. C. Andersen,Adolf Strodtmann
34,H. C. Andersen,Edmund Gosse
34,H. C. Andersen,Christian Hammer
34,H. C. Andersen,Georg Brandes
34,H. C. Andersen,Marie Thoresen
34,H. C. Andersen,Thomas Kragh Thoresen
34,H. C. Andersen,Meïr Goldschmidt
34,H. C. Andersen,Susanna Ibsen
34,H. C. Andersen,Sigurd Ibsen
35,Johan Christian Dahl,Harald Nielsen
35,Johan Christian Dahl,Frantz Bruun
35,Johan Christian Dahl,Ferdinand Hoppe
35,Johan Christian Dahl,August Bournonville
35,Johan Christian Dahl,Ludvig Gade
35,Johan Christian Dahl,Didi Heibergs
35,Johan Christian Dahl,Thomas Overskou
35,Johan Christian Dahl,Carl Bernhard
35,Johan Christian Dahl,Carl Sichlau
35,Johan Christian Dahl,Thomas Hofmann
35,Johan Christian Dahl,Ludvig Holberg
35,Johan Christian Dahl,x
35,Johan Christian Dahl,H. C. Andersen
35,Johan Christian Dahl,Olaf Hansson
36,Olaf Hansson,Harald Nielsen
36,Olaf Hansson,Frantz Bruun
36,Olaf Hansson,Ferdinand Hoppe
36,Olaf Hansson,August Bournonville
36,Olaf Hansson,Ludvig Gade
36,Olaf Hansson,Didi Heibergs
36,Olaf Hansson,Thomas Overskou
36,Olaf Hansson,Carl Bernhard
36,Olaf Hansson,Carl Sichlau
36,Olaf Hansson,Thomas Hofmann
36,Olaf Hansson,Ludvig Holberg
36,Olaf Hansson,x
36,Olaf Hansson,H. C. Andersen
36,Olaf Hansson,Johan Christian Dahl
37,Harald Nielsen,Christopher Bruun
37,Harald Nielsen,Ferdinand Hoppe
37,Harald Nielsen,Carl Sichlau
37,Harald Nielsen,Johann Lanzky
37,Harald Nielsen,Johann Lanzky
37,Harald Nielsen,Didi Heibergs
37,Harald Nielsen,Thomas Overskou
37,Harald Nielsen,Johan Christian Dahl
37,Harald Nielsen,x
38,Christopher Bruun,Harald Nielsen
38,Christopher Bruun,Ferdinand Hoppe
38,Christopher Bruun,Carl Sichlau
38,Christopher Bruun,Johann Lanzky
38,Christopher Bruun,Johann Lanzky
38,Christopher Bruun,Didi Heibergs
38,Christopher Bruun,Thomas Overskou
38,Christopher Bruun,Johan Christian Dahl
38,Christopher Bruun,x
38,Christopher Bruun,Ferdinand Hoppe
38,Christopher Bruun,Rømer
38,Christopher Bruun,Harald Nielsen
38,Christopher Bruun,Grethe
38,Christopher Bruun,x
38,Christopher Bruun,Andreas Isachsen
38,Christopher Bruun,x
38,Christopher Bruun,Prom. Brynhjolf
38,Christopher Bruun,Ole Johan Bucher
38,Christopher Bruun,Hanne
38,Christopher Bruun,Carl Johannesen
38,Christopher Bruun,Frederik Høedt
38,Christopher Bruun,Thomas Overskou
38,Christopher Bruun,Didi Heibergs
39,Carl Sichlau,Harald Nielsen
39,Carl Sichlau,Christopher Bruun
39,Carl Sichlau,Ferdinand Hoppe
39,Carl Sichlau,Johann Lanzky
39,Carl Sichlau,Johann Lanzky
39,Carl Sichlau,Didi Heibergs
39,Carl Sichlau,Thomas Overskou
39,Carl Sichlau,Johan Christian Dahl
39,Carl Sichlau,x
40,Johann Lanzky,Harald Nielsen
40,Johann Lanzky,Christopher Bruun
40,Johann Lanzky,Ferdinand Hoppe
40,Johann Lanzky,Carl Sichlau
40,Johann Lanzky,Johann Lanzky
40,Johann Lanzky,Didi Heibergs
40,Johann Lanzky,Thomas Overskou
40,Johann Lanzky,Johan Christian Dahl
40,Johann Lanzky,x
41,Johann Lanzky,Harald Nielsen
41,Johann Lanzky,Christopher Bruun
41,Johann Lanzky,Ferdinand Hoppe
41,Johann Lanzky,Carl Sichlau
41,Johann Lanzky,Johann Lanzky
41,Johann Lanzky,Didi Heibergs
41,Johann Lanzky,Thomas Overskou
41,Johann Lanzky,Johan Christian Dahl
41,Johann Lanzky,x
42,Johan Christian Dahl,Harald Nielsen
42,Johan Christian Dahl,Christopher Bruun
42,Johan Christian Dahl,Ferdinand Hoppe
42,Johan Christian Dahl,Carl Sichlau
42,Johan Christian Dahl,Johann Lanzky
42,Johan Christian Dahl,Johann Lanzky
42,Johan Christian Dahl,Didi Heibergs
42,Johan Christian Dahl,Thomas Overskou
42,Johan Christian Dahl,x
43,x,Harald Nielsen
43,x,Christopher Bruun
43,x,Ferdinand Hoppe
43,x,Carl Sichlau
43,x,Johann Lanzky
43,x,Johann Lanzky
43,x,Didi Heibergs
43,x,Thomas Overskou
43,x,Johan Christian Dahl
44,Rømer,Christopher Bruun
44,Rømer,Ferdinand Hoppe
44,Rømer,Harald Nielsen
44,Rømer,Grethe
44,Rømer,x
44,Rømer,Andreas Isachsen
44,Rømer,x
44,Rømer,Prom. Brynhjolf
44,Rømer,Ole Johan Bucher
44,Rømer,Hanne
44,Rømer,Carl Johannesen
44,Rømer,Frederik Høedt
44,Rømer,Thomas Overskou
44,Rømer,Didi Heibergs
45,Harald Nielsen,Christopher Bruun
45,Harald Nielsen,Ferdinand Hoppe
45,Harald Nielsen,Rømer
45,Harald Nielsen,Grethe
45,Harald Nielsen,x
45,Harald Nielsen,Andreas Isachsen
45,Harald Nielsen,x
45,Harald Nielsen,Prom. Brynhjolf
45,Harald Nielsen,Ole Johan Bucher
45,Harald Nielsen,Hanne
45,Harald Nielsen,Carl Johannesen
45,Harald Nielsen,Frederik Høedt
45,Harald Nielsen,Thomas Overskou
45,Harald Nielsen,Didi Heibergs
46,Grethe,Christopher Bruun
46,Grethe,Ferdinand Hoppe
46,Grethe,Rømer
46,Grethe,Harald Nielsen
46,Grethe,x
46,Grethe,Andreas Isachsen
46,Grethe,x
46,Grethe,Prom. Brynhjolf
46,Grethe,Ole Johan Bucher
46,Grethe,Hanne
46,Grethe,Carl Johannesen
46,Grethe,Frederik Høedt
46,Grethe,Thomas Overskou
46,Grethe,Didi Heibergs
47,x,Christopher Bruun
47,x,Ferdinand Hoppe
47,x,Rømer
47,x,Harald Nielsen
47,x,Grethe
47,x,Andreas Isachsen
47,x,x
47,x,Prom. Brynhjolf
47,x,Ole Johan Bucher
47,x,Hanne
47,x,Carl Johannesen
47,x,Frederik Høedt
47,x,Thomas Overskou
47,x,Didi Heibergs
48,Andreas Isachsen,Christopher Bruun
48,Andreas Isachsen,Ferdinand Hoppe
48,Andreas Isachsen,Rømer
48,Andreas Isachsen,Harald Nielsen
48,Andreas Isachsen,Grethe
48,Andreas Isachsen,x
48,Andreas Isachsen,x
48,Andreas Isachsen,Prom. Brynhjolf
48,Andreas Isachsen,Ole Johan Bucher
48,Andreas Isachsen,Hanne
48,Andreas Isachsen,Carl Johannesen
48,Andreas Isachsen,Frederik Høedt
48,Andreas Isachsen,Thomas Overskou
48,Andreas Isachsen,Didi Heibergs
49,x,Christopher Bruun
49,x,Ferdinand Hoppe
49,x,Rømer
49,x,Harald Nielsen
49,x,Grethe
49,x,x
49,x,Andreas Isachsen
49,x,Prom. Brynhjolf
49,x,Ole Johan Bucher
49,x,Hanne
49,x,Carl Johannesen
49,x,Frederik Høedt
49,x,Thomas Overskou
49,x,Didi Heibergs
50,Prom. Brynhjolf,Christopher Bruun
50,Prom. Brynhjolf,Ferdinand Hoppe
50,Prom. Brynhjolf,Rømer
50,Prom. Brynhjolf,Harald Nielsen
50,Prom. Brynhjolf,Grethe
50,Prom. Brynhjolf,x
50,Prom. Brynhjolf,Andreas Isachsen
50,Prom. Brynhjolf,x
50,Prom. Brynhjolf,Ole Johan Bucher
50,Prom. Brynhjolf,Hanne
50,Prom. Brynhjolf,Carl Johannesen
50,Prom. Brynhjolf,Frederik Høedt
50,Prom. Brynhjolf,Thomas Overskou
50,Prom. Brynhjolf,Didi Heibergs
51,Ole Johan Bucher,Christopher Bruun
51,Ole Johan Bucher,Ferdinand Hoppe
51,Ole Johan Bucher,Rømer
51,Ole Johan Bucher,Harald Nielsen
51,Ole Johan Bucher,Grethe
51,Ole Johan Bucher,x
51,Ole Johan Bucher,Andreas Isachsen
51,Ole Johan Bucher,x
51,Ole Johan Bucher,Prom. Brynhjolf
51,Ole Johan Bucher,Hanne
51,Ole Johan Bucher,Carl Johannesen
51,Ole Johan Bucher,Frederik Høedt
51,Ole Johan Bucher,Thomas Overskou
51,Ole Johan Bucher,Didi Heibergs
51,Ole Johan Bucher,Bernick
51,Ole Johan Bucher,Laura Gundersen
51,Ole Johan Bucher,Harald Nielsen
51,Ole Johan Bucher,x
51,Ole Johan Bucher,Aagot Gjems
51,Ole Johan Bucher,Hilmar Tønnesen
51,Ole Johan Bucher,Arnoldus Reimers
51,Ole Johan Bucher,frøken Hessel
51,Ole Johan Bucher,Lucie Wolf
51,Ole Johan Bucher,Andreas Isachsen
51,Ole Johan Bucher,Rørlund
51,Ole Johan Bucher,Henrik Klausen
51,Ole Johan Bucher,Rummel
51,Ole Johan Bucher,Jens Selmer
51,Ole Johan Bucher,Johannes Brun
51,Ole Johan Bucher,Hjalmar Hammer
51,Ole Johan Bucher,Christian Abelsted
51,Ole Johan Bucher,Dina Dorf
51,Ole Johan Bucher,Fru Juel
51,Ole Johan Bucher,Krap
51,Ole Johan Bucher,Aunes
51,Ole Johan Bucher,Sofie Parelius
51,Ole Johan Bucher,fru Holt
51,Ole Johan Bucher,Vilhelm Lyng
51,Ole Johan Bucher,Amalie Døvle
51,Ole Johan Bucher,Emil Stang
51,Ole Johan Bucher,Nils Lund
51,Ole Johan Bucher,Hjalmar Ekdals
51,Ole Johan Bucher,Gregers
51,Ole Johan Bucher,Relling
51,Ole Johan Bucher,Kristoffer Janson
51,Ole Johan Bucher,Gina Krog
51,Ole Johan Bucher,Lucie Wolf
51,Ole Johan Bucher,Hedvig
51,Ole Johan Bucher,Sørby
51,Ole Johan Bucher,Laura Gundersen
51,Ole Johan Bucher,Christian Hammer
51,Ole Johan Bucher,Bjørnstjerne Bjørnson
51,Ole Johan Bucher,Ekdal
51,Ole Johan Bucher,Hans Brun
51,Ole Johan Bucher,Henrik Klausen
51,Ole Johan Bucher,Jens Selmer
51,Ole Johan Bucher,Andreas Isachsen
51,Ole Johan Bucher,Molviks
51,Ole Johan Bucher,Henrik Georg Petersen
51,Ole Johan Bucher,Hans Jacob Jensen
51,Ole Johan Bucher,x
52,Hanne,Christopher Bruun
52,Hanne,Ferdinand Hoppe
52,Hanne,Rømer
52,Hanne,Harald Nielsen
52,Hanne,Grethe
52,Hanne,x
52,Hanne,Andreas Isachsen
52,Hanne,x
52,Hanne,Prom. Brynhjolf
52,Hanne,Ole Johan Bucher
52,Hanne,Carl Johannesen
52,Hanne,Frederik Høedt
52,Hanne,Thomas Overskou
52,Hanne,Didi Heibergs
53,Carl Johannesen,Christopher Bruun
53,Carl Johannesen,Ferdinand Hoppe
53,Carl Johannesen,Rømer
53,Carl Johannesen,Harald Nielsen
53,Carl Johannesen,Grethe
53,Carl Johannesen,x
53,Carl Johannesen,Andreas Isachsen
53,Carl Johannesen,x
53,Carl Johannesen,Prom. Brynhjolf
53,Carl Johannesen,Ole Johan Bucher
53,Carl Johannesen,Hanne
53,Carl Johannesen,Frederik Høedt
53,Carl Johannesen,Thomas Overskou
53,Carl Johannesen,Didi Heibergs
54,Frederik Høedt,Christopher Bruun
54,Frederik Høedt,Ferdinand Hoppe
54,Frederik Høedt,Rømer
54,Frederik Høedt,Harald Nielsen
54,Frederik Høedt,Grethe
54,Frederik Høedt,x
54,Frederik Høedt,Andreas Isachsen
54,Frederik Høedt,x
54,Frederik Høedt,Prom. Brynhjolf
54,Frederik Høedt,Ole Johan Bucher
54,Frederik Høedt,Hanne
54,Frederik Høedt,Carl Johannesen
54,Frederik Høedt,Thomas Overskou
54,Frederik Høedt,Didi Heibergs
55,Johan Christian Dahl,Léon Bonnat
55,Johan Christian Dahl,Harald Nielsen
55,Johan Christian Dahl,Frantz Bruun
55,Johan Christian Dahl,Knud Nergaard
55,Johan Christian Dahl,Wundartz Troitzh
56,Léon Bonnat,Johan Christian Dahl
56,Léon Bonnat,Harald Nielsen
56,Léon Bonnat,Frantz Bruun
56,Léon Bonnat,Knud Nergaard
56,Léon Bonnat,Wundartz Troitzh
57,Harald Nielsen,Johan Christian Dahl
57,Harald Nielsen,Léon Bonnat
57,Harald Nielsen,Frantz Bruun
57,Harald Nielsen,Knud Nergaard
57,Harald Nielsen,Wundartz Troitzh
58,Knud Nergaard,Johan Christian Dahl
58,Knud Nergaard,Léon Bonnat
58,Knud Nergaard,Harald Nielsen
58,Knud Nergaard,Frantz Bruun
58,Knud Nergaard,Wundartz Troitzh
59,Wundartz Troitzh,Johan Christian Dahl
59,Wundartz Troitzh,Léon Bonnat
59,Wundartz Troitzh,Harald Nielsen
59,Wundartz Troitzh,Frantz Bruun
59,Wundartz Troitzh,Knud Nergaard
60,Jacob Mayson,Harald Nielsen
60,Jacob Mayson,Dhrr Steens
60,Jacob Mayson,Hans Jacob Wille
61,Harald Nielsen,Jacob Mayson
61,Harald Nielsen,Dhrr Steens
61,Harald Nielsen,Hans Jacob Wille
61,Harald Nielsen,Lucie Wolf
61,Harald Nielsen,Guldstads
61,Harald Nielsen,Johannes Brun
