Column,source,target
780,Ludwig Knaus,Vikomte de Jonghe d’
780,Ludwig Knaus,Theophilus Hansen
780,Ludwig Knaus,Léon Bonnat
780,Ludwig Knaus,Maurice Cottier
780,Ludwig Knaus,Paul Dubois
780,Ludwig Knaus,Alfred Darcel
780,Ludwig Knaus,Nikolaus Dumba
780,Ludwig Knaus,Herman Ten Kate
780,Ludwig Knaus,Signore Boito
780,Ludwig Knaus,Giovanni Dupré
780,Ludwig Knaus,Cavaliere Mariani
780,Ludwig Knaus,Giovanni Strazza
780,Ludwig Knaus,Henrik Ibsen
780,Ludwig Knaus,Aleksej Bogoljubov
780,Ludwig Knaus,P. Bruloff
780,Ludwig Knaus,Bernhard Afinger
780,Ludwig Knaus,Karl Piloty
780,Ludwig Knaus,Eduard Schleich
780,Ludwig Knaus,Carl Steffeck
780,Ludwig Knaus,Hermann Weiss
780,Ludwig Knaus,Don Dioscoro Puebla
780,Ludwig Knaus,Ferenc von Pulszky
780,Ludwig Knaus,György Ráht
780,Ludwig Knaus,Karl Costenoble
780,Ludwig Knaus,Eduard Engerth
780,Ludwig Knaus,Heinrich von Ferstel
780,Ludwig Knaus,Friedrich Friedländer
780,Ludwig Knaus,Louis Jacoby
780,Ludwig Knaus,Carl Kundmann
780,Ludwig Knaus,Adolf Obernmüllner
780,Ludwig Knaus,Henryk von Rodakowsky
781,Karl Piloty,x
781,Karl Piloty,Franz Graf Folliot de Crenneville
781,Karl Piloty,Erik af Edholm
781,Karl Piloty,Ernest Meisonnier
781,Karl Piloty,J. Lambert Bellefroid
781,Karl Piloty,Vikomte de Jonghe d’
781,Karl Piloty,Theophilus Hansen
781,Karl Piloty,Léon Bonnat
781,Karl Piloty,Maurice Cottier
781,Karl Piloty,Paul Dubois
781,Karl Piloty,Alfred Darcel
781,Karl Piloty,Nikolaus Dumba
781,Karl Piloty,Herman Ten Kate
781,Karl Piloty,Signore Boito
781,Karl Piloty,Giovanni Dupré
781,Karl Piloty,Cavaliere Mariani
781,Karl Piloty,Giovanni Strazza
781,Karl Piloty,Henrik Ibsen
781,Karl Piloty,Aleksej Bogoljubov
781,Karl Piloty,P. Bruloff
781,Karl Piloty,Bernhard Afinger
781,Karl Piloty,Ludwig Knaus
781,Karl Piloty,Eduard Schleich
781,Karl Piloty,Carl Steffeck
781,Karl Piloty,Hermann Weiss
781,Karl Piloty,Don Dioscoro Puebla
781,Karl Piloty,Ferenc von Pulszky
781,Karl Piloty,György Ráht
781,Karl Piloty,Karl Costenoble
781,Karl Piloty,Eduard Engerth
781,Karl Piloty,Heinrich von Ferstel
781,Karl Piloty,Friedrich Friedländer
781,Karl Piloty,Louis Jacoby
781,Karl Piloty,Carl Kundmann
781,Karl Piloty,Adolf Obernmüllner
781,Karl Piloty,Henryk von Rodakowsky
781,Karl Piloty,x
782,Eduard Schleich,x
782,Eduard Schleich,Franz Graf Folliot de Crenneville
782,Eduard Schleich,Erik af Edholm
782,Eduard Schleich,Ernest Meisonnier
782,Eduard Schleich,J. Lambert Bellefroid
782,Eduard Schleich,Vikomte de Jonghe d’
782,Eduard Schleich,Theophilus Hansen
782,Eduard Schleich,Léon Bonnat
782,Eduard Schleich,Maurice Cottier
782,Eduard Schleich,Paul Dubois
782,Eduard Schleich,Alfred Darcel
782,Eduard Schleich,Nikolaus Dumba
782,Eduard Schleich,Herman Ten Kate
782,Eduard Schleich,Signore Boito
782,Eduard Schleich,Giovanni Dupré
782,Eduard Schleich,Cavaliere Mariani
782,Eduard Schleich,Giovanni Strazza
782,Eduard Schleich,Henrik Ibsen
782,Eduard Schleich,Aleksej Bogoljubov
782,Eduard Schleich,P. Bruloff
782,Eduard Schleich,Bernhard Afinger
782,Eduard Schleich,Ludwig Knaus
782,Eduard Schleich,Karl Piloty
782,Eduard Schleich,Carl Steffeck
782,Eduard Schleich,Hermann Weiss
782,Eduard Schleich,Don Dioscoro Puebla
782,Eduard Schleich,Ferenc von Pulszky
782,Eduard Schleich,György Ráht
782,Eduard Schleich,Karl Costenoble
782,Eduard Schleich,Eduard Engerth
782,Eduard Schleich,Heinrich von Ferstel
782,Eduard Schleich,Friedrich Friedländer
782,Eduard Schleich,Louis Jacoby
782,Eduard Schleich,Carl Kundmann
782,Eduard Schleich,Adolf Obernmüllner
782,Eduard Schleich,Henryk von Rodakowsky
783,Carl Steffeck,x
783,Carl Steffeck,Franz Graf Folliot de Crenneville
783,Carl Steffeck,Erik af Edholm
783,Carl Steffeck,Ernest Meisonnier
783,Carl Steffeck,J. Lambert Bellefroid
783,Carl Steffeck,Vikomte de Jonghe d’
783,Carl Steffeck,Theophilus Hansen
783,Carl Steffeck,Léon Bonnat
783,Carl Steffeck,Maurice Cottier
783,Carl Steffeck,Paul Dubois
783,Carl Steffeck,Alfred Darcel
783,Carl Steffeck,Nikolaus Dumba
783,Carl Steffeck,Herman Ten Kate
783,Carl Steffeck,Signore Boito
783,Carl Steffeck,Giovanni Dupré
783,Carl Steffeck,Cavaliere Mariani
783,Carl Steffeck,Giovanni Strazza
783,Carl Steffeck,Henrik Ibsen
783,Carl Steffeck,Aleksej Bogoljubov
783,Carl Steffeck,P. Bruloff
783,Carl Steffeck,Bernhard Afinger
783,Carl Steffeck,Ludwig Knaus
783,Carl Steffeck,Karl Piloty
783,Carl Steffeck,Eduard Schleich
783,Carl Steffeck,Hermann Weiss
783,Carl Steffeck,Don Dioscoro Puebla
783,Carl Steffeck,Ferenc von Pulszky
783,Carl Steffeck,György Ráht
783,Carl Steffeck,Karl Costenoble
783,Carl Steffeck,Eduard Engerth
783,Carl Steffeck,Heinrich von Ferstel
783,Carl Steffeck,Friedrich Friedländer
783,Carl Steffeck,Louis Jacoby
783,Carl Steffeck,Carl Kundmann
783,Carl Steffeck,Adolf Obernmüllner
783,Carl Steffeck,Henryk von Rodakowsky
784,Hermann Weiss,x
784,Hermann Weiss,Franz Graf Folliot de Crenneville
784,Hermann Weiss,Erik af Edholm
784,Hermann Weiss,Ernest Meisonnier
784,Hermann Weiss,J. Lambert Bellefroid
784,Hermann Weiss,Vikomte de Jonghe d’
784,Hermann Weiss,Theophilus Hansen
784,Hermann Weiss,Léon Bonnat
784,Hermann Weiss,Maurice Cottier
784,Hermann Weiss,Paul Dubois
784,Hermann Weiss,Alfred Darcel
784,Hermann Weiss,Nikolaus Dumba
784,Hermann Weiss,Herman Ten Kate
784,Hermann Weiss,Signore Boito
784,Hermann Weiss,Giovanni Dupré
784,Hermann Weiss,Cavaliere Mariani
784,Hermann Weiss,Giovanni Strazza
784,Hermann Weiss,Henrik Ibsen
784,Hermann Weiss,Aleksej Bogoljubov
784,Hermann Weiss,P. Bruloff
784,Hermann Weiss,Bernhard Afinger
784,Hermann Weiss,Ludwig Knaus
784,Hermann Weiss,Karl Piloty
784,Hermann Weiss,Eduard Schleich
784,Hermann Weiss,Carl Steffeck
784,Hermann Weiss,Don Dioscoro Puebla
784,Hermann Weiss,Ferenc von Pulszky
784,Hermann Weiss,György Ráht
784,Hermann Weiss,Karl Costenoble
784,Hermann Weiss,Eduard Engerth
784,Hermann Weiss,Heinrich von Ferstel
784,Hermann Weiss,Friedrich Friedländer
784,Hermann Weiss,Louis Jacoby
784,Hermann Weiss,Carl Kundmann
784,Hermann Weiss,Adolf Obernmüllner
784,Hermann Weiss,Henryk von Rodakowsky
785,Don Dioscoro Puebla,x
785,Don Dioscoro Puebla,Franz Graf Folliot de Crenneville
785,Don Dioscoro Puebla,Erik af Edholm
785,Don Dioscoro Puebla,Ernest Meisonnier
785,Don Dioscoro Puebla,J. Lambert Bellefroid
785,Don Dioscoro Puebla,Vikomte de Jonghe d’
785,Don Dioscoro Puebla,Theophilus Hansen
785,Don Dioscoro Puebla,Léon Bonnat
785,Don Dioscoro Puebla,Maurice Cottier
785,Don Dioscoro Puebla,Paul Dubois
785,Don Dioscoro Puebla,Alfred Darcel
785,Don Dioscoro Puebla,Nikolaus Dumba
785,Don Dioscoro Puebla,Herman Ten Kate
785,Don Dioscoro Puebla,Signore Boito
785,Don Dioscoro Puebla,Giovanni Dupré
785,Don Dioscoro Puebla,Cavaliere Mariani
785,Don Dioscoro Puebla,Giovanni Strazza
785,Don Dioscoro Puebla,Henrik Ibsen
785,Don Dioscoro Puebla,Aleksej Bogoljubov
785,Don Dioscoro Puebla,P. Bruloff
785,Don Dioscoro Puebla,Bernhard Afinger
785,Don Dioscoro Puebla,Ludwig Knaus
785,Don Dioscoro Puebla,Karl Piloty
785,Don Dioscoro Puebla,Eduard Schleich
785,Don Dioscoro Puebla,Carl Steffeck
785,Don Dioscoro Puebla,Hermann Weiss
785,Don Dioscoro Puebla,Ferenc von Pulszky
785,Don Dioscoro Puebla,György Ráht
785,Don Dioscoro Puebla,Karl Costenoble
785,Don Dioscoro Puebla,Eduard Engerth
785,Don Dioscoro Puebla,Heinrich von Ferstel
785,Don Dioscoro Puebla,Friedrich Friedländer
785,Don Dioscoro Puebla,Louis Jacoby
785,Don Dioscoro Puebla,Carl Kundmann
785,Don Dioscoro Puebla,Adolf Obernmüllner
785,Don Dioscoro Puebla,Henryk von Rodakowsky
786,Ferenc von Pulszky,x
786,Ferenc von Pulszky,Franz Graf Folliot de Crenneville
786,Ferenc von Pulszky,Erik af Edholm
786,Ferenc von Pulszky,Ernest Meisonnier
786,Ferenc von Pulszky,J. Lambert Bellefroid
786,Ferenc von Pulszky,Vikomte de Jonghe d’
786,Ferenc von Pulszky,Theophilus Hansen
786,Ferenc von Pulszky,Léon Bonnat
786,Ferenc von Pulszky,Maurice Cottier
786,Ferenc von Pulszky,Paul Dubois
786,Ferenc von Pulszky,Alfred Darcel
786,Ferenc von Pulszky,Nikolaus Dumba
786,Ferenc von Pulszky,Herman Ten Kate
786,Ferenc von Pulszky,Signore Boito
786,Ferenc von Pulszky,Giovanni Dupré
786,Ferenc von Pulszky,Cavaliere Mariani
786,Ferenc von Pulszky,Giovanni Strazza
786,Ferenc von Pulszky,Henrik Ibsen
786,Ferenc von Pulszky,Aleksej Bogoljubov
786,Ferenc von Pulszky,P. Bruloff
786,Ferenc von Pulszky,Bernhard Afinger
786,Ferenc von Pulszky,Ludwig Knaus
786,Ferenc von Pulszky,Karl Piloty
786,Ferenc von Pulszky,Eduard Schleich
786,Ferenc von Pulszky,Carl Steffeck
786,Ferenc von Pulszky,Hermann Weiss
786,Ferenc von Pulszky,Don Dioscoro Puebla
786,Ferenc von Pulszky,György Ráht
786,Ferenc von Pulszky,Karl Costenoble
786,Ferenc von Pulszky,Eduard Engerth
786,Ferenc von Pulszky,Heinrich von Ferstel
786,Ferenc von Pulszky,Friedrich Friedländer
786,Ferenc von Pulszky,Louis Jacoby
786,Ferenc von Pulszky,Carl Kundmann
786,Ferenc von Pulszky,Adolf Obernmüllner
786,Ferenc von Pulszky,Henryk von Rodakowsky
787,György Ráht,x
787,György Ráht,Franz Graf Folliot de Crenneville
787,György Ráht,Erik af Edholm
787,György Ráht,Ernest Meisonnier
787,György Ráht,J. Lambert Bellefroid
787,György Ráht,Vikomte de Jonghe d’
787,György Ráht,Theophilus Hansen
787,György Ráht,Léon Bonnat
787,György Ráht,Maurice Cottier
787,György Ráht,Paul Dubois
787,György Ráht,Alfred Darcel
787,György Ráht,Nikolaus Dumba
787,György Ráht,Herman Ten Kate
787,György Ráht,Signore Boito
787,György Ráht,Giovanni Dupré
787,György Ráht,Cavaliere Mariani
787,György Ráht,Giovanni Strazza
787,György Ráht,Henrik Ibsen
787,György Ráht,Aleksej Bogoljubov
787,György Ráht,P. Bruloff
787,György Ráht,Bernhard Afinger
787,György Ráht,Ludwig Knaus
787,György Ráht,Karl Piloty
787,György Ráht,Eduard Schleich
787,György Ráht,Carl Steffeck
787,György Ráht,Hermann Weiss
787,György Ráht,Don Dioscoro Puebla
787,György Ráht,Ferenc von Pulszky
787,György Ráht,Karl Costenoble
787,György Ráht,Eduard Engerth
787,György Ráht,Heinrich von Ferstel
787,György Ráht,Friedrich Friedländer
787,György Ráht,Louis Jacoby
787,György Ráht,Carl Kundmann
787,György Ráht,Adolf Obernmüllner
787,György Ráht,Henryk von Rodakowsky
788,Karl Costenoble,x
788,Karl Costenoble,Franz Graf Folliot de Crenneville
788,Karl Costenoble,Erik af Edholm
788,Karl Costenoble,Ernest Meisonnier
788,Karl Costenoble,J. Lambert Bellefroid
788,Karl Costenoble,Vikomte de Jonghe d’
788,Karl Costenoble,Theophilus Hansen
788,Karl Costenoble,Léon Bonnat
788,Karl Costenoble,Maurice Cottier
788,Karl Costenoble,Paul Dubois
788,Karl Costenoble,Alfred Darcel
788,Karl Costenoble,Nikolaus Dumba
788,Karl Costenoble,Herman Ten Kate
788,Karl Costenoble,Signore Boito
788,Karl Costenoble,Giovanni Dupré
788,Karl Costenoble,Cavaliere Mariani
788,Karl Costenoble,Giovanni Strazza
788,Karl Costenoble,Henrik Ibsen
788,Karl Costenoble,Aleksej Bogoljubov
788,Karl Costenoble,P. Bruloff
788,Karl Costenoble,Bernhard Afinger
788,Karl Costenoble,Ludwig Knaus
788,Karl Costenoble,Karl Piloty
788,Karl Costenoble,Eduard Schleich
788,Karl Costenoble,Carl Steffeck
788,Karl Costenoble,Hermann Weiss
788,Karl Costenoble,Don Dioscoro Puebla
788,Karl Costenoble,Ferenc von Pulszky
788,Karl Costenoble,György Ráht
788,Karl Costenoble,Eduard Engerth
788,Karl Costenoble,Heinrich von Ferstel
788,Karl Costenoble,Friedrich Friedländer
788,Karl Costenoble,Louis Jacoby
788,Karl Costenoble,Carl Kundmann
788,Karl Costenoble,Adolf Obernmüllner
788,Karl Costenoble,Henryk von Rodakowsky
789,Eduard Engerth,x
789,Eduard Engerth,Franz Graf Folliot de Crenneville
789,Eduard Engerth,Erik af Edholm
789,Eduard Engerth,Ernest Meisonnier
789,Eduard Engerth,J. Lambert Bellefroid
789,Eduard Engerth,Vikomte de Jonghe d’
789,Eduard Engerth,Theophilus Hansen
789,Eduard Engerth,Léon Bonnat
789,Eduard Engerth,Maurice Cottier
789,Eduard Engerth,Paul Dubois
789,Eduard Engerth,Alfred Darcel
789,Eduard Engerth,Nikolaus Dumba
789,Eduard Engerth,Herman Ten Kate
789,Eduard Engerth,Signore Boito
789,Eduard Engerth,Giovanni Dupré
789,Eduard Engerth,Cavaliere Mariani
789,Eduard Engerth,Giovanni Strazza
789,Eduard Engerth,Henrik Ibsen
789,Eduard Engerth,Aleksej Bogoljubov
789,Eduard Engerth,P. Bruloff
789,Eduard Engerth,Bernhard Afinger
789,Eduard Engerth,Ludwig Knaus
789,Eduard Engerth,Karl Piloty
789,Eduard Engerth,Eduard Schleich
789,Eduard Engerth,Carl Steffeck
789,Eduard Engerth,Hermann Weiss
789,Eduard Engerth,Don Dioscoro Puebla
789,Eduard Engerth,Ferenc von Pulszky
789,Eduard Engerth,György Ráht
789,Eduard Engerth,Karl Costenoble
789,Eduard Engerth,Heinrich von Ferstel
789,Eduard Engerth,Friedrich Friedländer
789,Eduard Engerth,Louis Jacoby
789,Eduard Engerth,Carl Kundmann
789,Eduard Engerth,Adolf Obernmüllner
789,Eduard Engerth,Henryk von Rodakowsky
790,Heinrich von Ferstel,x
790,Heinrich von Ferstel,Franz Graf Folliot de Crenneville
790,Heinrich von Ferstel,Erik af Edholm
790,Heinrich von Ferstel,Ernest Meisonnier
790,Heinrich von Ferstel,J. Lambert Bellefroid
790,Heinrich von Ferstel,Vikomte de Jonghe d’
790,Heinrich von Ferstel,Theophilus Hansen
790,Heinrich von Ferstel,Léon Bonnat
790,Heinrich von Ferstel,Maurice Cottier
790,Heinrich von Ferstel,Paul Dubois
790,Heinrich von Ferstel,Alfred Darcel
790,Heinrich von Ferstel,Nikolaus Dumba
790,Heinrich von Ferstel,Herman Ten Kate
790,Heinrich von Ferstel,Signore Boito
790,Heinrich von Ferstel,Giovanni Dupré
790,Heinrich von Ferstel,Cavaliere Mariani
790,Heinrich von Ferstel,Giovanni Strazza
790,Heinrich von Ferstel,Henrik Ibsen
790,Heinrich von Ferstel,Aleksej Bogoljubov
790,Heinrich von Ferstel,P. Bruloff
790,Heinrich von Ferstel,Bernhard Afinger
790,Heinrich von Ferstel,Ludwig Knaus
790,Heinrich von Ferstel,Karl Piloty
790,Heinrich von Ferstel,Eduard Schleich
790,Heinrich von Ferstel,Carl Steffeck
790,Heinrich von Ferstel,Hermann Weiss
790,Heinrich von Ferstel,Don Dioscoro Puebla
790,Heinrich von Ferstel,Ferenc von Pulszky
790,Heinrich von Ferstel,György Ráht
790,Heinrich von Ferstel,Karl Costenoble
790,Heinrich von Ferstel,Eduard Engerth
790,Heinrich von Ferstel,Friedrich Friedländer
790,Heinrich von Ferstel,Louis Jacoby
790,Heinrich von Ferstel,Carl Kundmann
790,Heinrich von Ferstel,Adolf Obernmüllner
790,Heinrich von Ferstel,Henryk von Rodakowsky
791,Friedrich Friedländer,x
791,Friedrich Friedländer,Franz Graf Folliot de Crenneville
791,Friedrich Friedländer,Erik af Edholm
791,Friedrich Friedländer,Ernest Meisonnier
791,Friedrich Friedländer,J. Lambert Bellefroid
791,Friedrich Friedländer,Vikomte de Jonghe d’
791,Friedrich Friedländer,Theophilus Hansen
791,Friedrich Friedländer,Léon Bonnat
791,Friedrich Friedländer,Maurice Cottier
791,Friedrich Friedländer,Paul Dubois
791,Friedrich Friedländer,Alfred Darcel
791,Friedrich Friedländer,Nikolaus Dumba
791,Friedrich Friedländer,Herman Ten Kate
791,Friedrich Friedländer,Signore Boito
791,Friedrich Friedländer,Giovanni Dupré
791,Friedrich Friedländer,Cavaliere Mariani
791,Friedrich Friedländer,Giovanni Strazza
791,Friedrich Friedländer,Henrik Ibsen
791,Friedrich Friedländer,Aleksej Bogoljubov
791,Friedrich Friedländer,P. Bruloff
791,Friedrich Friedländer,Bernhard Afinger
791,Friedrich Friedländer,Ludwig Knaus
791,Friedrich Friedländer,Karl Piloty
791,Friedrich Friedländer,Eduard Schleich
791,Friedrich Friedländer,Carl Steffeck
791,Friedrich Friedländer,Hermann Weiss
791,Friedrich Friedländer,Don Dioscoro Puebla
791,Friedrich Friedländer,Ferenc von Pulszky
791,Friedrich Friedländer,György Ráht
791,Friedrich Friedländer,Karl Costenoble
791,Friedrich Friedländer,Eduard Engerth
791,Friedrich Friedländer,Heinrich von Ferstel
791,Friedrich Friedländer,Louis Jacoby
791,Friedrich Friedländer,Carl Kundmann
791,Friedrich Friedländer,Adolf Obernmüllner
791,Friedrich Friedländer,Henryk von Rodakowsky
792,Louis Jacoby,x
792,Louis Jacoby,Franz Graf Folliot de Crenneville
792,Louis Jacoby,Erik af Edholm
792,Louis Jacoby,Ernest Meisonnier
792,Louis Jacoby,J. Lambert Bellefroid
792,Louis Jacoby,Vikomte de Jonghe d’
792,Louis Jacoby,Theophilus Hansen
792,Louis Jacoby,Léon Bonnat
792,Louis Jacoby,Maurice Cottier
792,Louis Jacoby,Paul Dubois
792,Louis Jacoby,Alfred Darcel
792,Louis Jacoby,Nikolaus Dumba
792,Louis Jacoby,Herman Ten Kate
792,Louis Jacoby,Signore Boito
792,Louis Jacoby,Giovanni Dupré
792,Louis Jacoby,Cavaliere Mariani
792,Louis Jacoby,Giovanni Strazza
792,Louis Jacoby,Henrik Ibsen
792,Louis Jacoby,Aleksej Bogoljubov
792,Louis Jacoby,P. Bruloff
792,Louis Jacoby,Bernhard Afinger
792,Louis Jacoby,Ludwig Knaus
792,Louis Jacoby,Karl Piloty
792,Louis Jacoby,Eduard Schleich
792,Louis Jacoby,Carl Steffeck
792,Louis Jacoby,Hermann Weiss
792,Louis Jacoby,Don Dioscoro Puebla
792,Louis Jacoby,Ferenc von Pulszky
792,Louis Jacoby,György Ráht
792,Louis Jacoby,Karl Costenoble
792,Louis Jacoby,Eduard Engerth
792,Louis Jacoby,Heinrich von Ferstel
792,Louis Jacoby,Friedrich Friedländer
792,Louis Jacoby,Carl Kundmann
792,Louis Jacoby,Adolf Obernmüllner
792,Louis Jacoby,Henryk von Rodakowsky
793,Carl Kundmann,x
793,Carl Kundmann,Franz Graf Folliot de Crenneville
793,Carl Kundmann,Erik af Edholm
793,Carl Kundmann,Ernest Meisonnier
793,Carl Kundmann,J. Lambert Bellefroid
793,Carl Kundmann,Vikomte de Jonghe d’
793,Carl Kundmann,Theophilus Hansen
793,Carl Kundmann,Léon Bonnat
793,Carl Kundmann,Maurice Cottier
793,Carl Kundmann,Paul Dubois
793,Carl Kundmann,Alfred Darcel
793,Carl Kundmann,Nikolaus Dumba
793,Carl Kundmann,Herman Ten Kate
793,Carl Kundmann,Signore Boito
793,Carl Kundmann,Giovanni Dupré
793,Carl Kundmann,Cavaliere Mariani
793,Carl Kundmann,Giovanni Strazza
793,Carl Kundmann,Henrik Ibsen
793,Carl Kundmann,Aleksej Bogoljubov
793,Carl Kundmann,P. Bruloff
793,Carl Kundmann,Bernhard Afinger
793,Carl Kundmann,Ludwig Knaus
793,Carl Kundmann,Karl Piloty
793,Carl Kundmann,Eduard Schleich
793,Carl Kundmann,Carl Steffeck
793,Carl Kundmann,Hermann Weiss
793,Carl Kundmann,Don Dioscoro Puebla
793,Carl Kundmann,Ferenc von Pulszky
793,Carl Kundmann,György Ráht
793,Carl Kundmann,Karl Costenoble
793,Carl Kundmann,Eduard Engerth
793,Carl Kundmann,Heinrich von Ferstel
793,Carl Kundmann,Friedrich Friedländer
793,Carl Kundmann,Louis Jacoby
793,Carl Kundmann,Adolf Obernmüllner
793,Carl Kundmann,Henryk von Rodakowsky
794,Adolf Obernmüllner,x
794,Adolf Obernmüllner,Franz Graf Folliot de Crenneville
794,Adolf Obernmüllner,Erik af Edholm
794,Adolf Obernmüllner,Ernest Meisonnier
794,Adolf Obernmüllner,J. Lambert Bellefroid
794,Adolf Obernmüllner,Vikomte de Jonghe d’
794,Adolf Obernmüllner,Theophilus Hansen
794,Adolf Obernmüllner,Léon Bonnat
794,Adolf Obernmüllner,Maurice Cottier
794,Adolf Obernmüllner,Paul Dubois
794,Adolf Obernmüllner,Alfred Darcel
794,Adolf Obernmüllner,Nikolaus Dumba
794,Adolf Obernmüllner,Herman Ten Kate
794,Adolf Obernmüllner,Signore Boito
794,Adolf Obernmüllner,Giovanni Dupré
794,Adolf Obernmüllner,Cavaliere Mariani
794,Adolf Obernmüllner,Giovanni Strazza
794,Adolf Obernmüllner,Henrik Ibsen
794,Adolf Obernmüllner,Aleksej Bogoljubov
794,Adolf Obernmüllner,P. Bruloff
794,Adolf Obernmüllner,Bernhard Afinger
794,Adolf Obernmüllner,Ludwig Knaus
794,Adolf Obernmüllner,Karl Piloty
794,Adolf Obernmüllner,Eduard Schleich
794,Adolf Obernmüllner,Carl Steffeck
794,Adolf Obernmüllner,Hermann Weiss
794,Adolf Obernmüllner,Don Dioscoro Puebla
794,Adolf Obernmüllner,Ferenc von Pulszky
794,Adolf Obernmüllner,György Ráht
794,Adolf Obernmüllner,Karl Costenoble
794,Adolf Obernmüllner,Eduard Engerth
794,Adolf Obernmüllner,Heinrich von Ferstel
794,Adolf Obernmüllner,Friedrich Friedländer
794,Adolf Obernmüllner,Louis Jacoby
794,Adolf Obernmüllner,Carl Kundmann
794,Adolf Obernmüllner,Henryk von Rodakowsky
795,Henryk von Rodakowsky,x
795,Henryk von Rodakowsky,Franz Graf Folliot de Crenneville
795,Henryk von Rodakowsky,Erik af Edholm
795,Henryk von Rodakowsky,Ernest Meisonnier
795,Henryk von Rodakowsky,J. Lambert Bellefroid
795,Henryk von Rodakowsky,Vikomte de Jonghe d’
795,Henryk von Rodakowsky,Theophilus Hansen
795,Henryk von Rodakowsky,Léon Bonnat
795,Henryk von Rodakowsky,Maurice Cottier
795,Henryk von Rodakowsky,Paul Dubois
795,Henryk von Rodakowsky,Alfred Darcel
795,Henryk von Rodakowsky,Nikolaus Dumba
795,Henryk von Rodakowsky,Herman Ten Kate
795,Henryk von Rodakowsky,Signore Boito
795,Henryk von Rodakowsky,Giovanni Dupré
795,Henryk von Rodakowsky,Cavaliere Mariani
795,Henryk von Rodakowsky,Giovanni Strazza
795,Henryk von Rodakowsky,Henrik Ibsen
795,Henryk von Rodakowsky,Aleksej Bogoljubov
795,Henryk von Rodakowsky,P. Bruloff
795,Henryk von Rodakowsky,Bernhard Afinger
795,Henryk von Rodakowsky,Ludwig Knaus
795,Henryk von Rodakowsky,Karl Piloty
795,Henryk von Rodakowsky,Eduard Schleich
795,Henryk von Rodakowsky,Carl Steffeck
795,Henryk von Rodakowsky,Hermann Weiss
795,Henryk von Rodakowsky,Don Dioscoro Puebla
795,Henryk von Rodakowsky,Ferenc von Pulszky
795,Henryk von Rodakowsky,György Ráht
795,Henryk von Rodakowsky,Karl Costenoble
795,Henryk von Rodakowsky,Eduard Engerth
795,Henryk von Rodakowsky,Heinrich von Ferstel
795,Henryk von Rodakowsky,Friedrich Friedländer
795,Henryk von Rodakowsky,Louis Jacoby
795,Henryk von Rodakowsky,Carl Kundmann
795,Henryk von Rodakowsky,Adolf Obernmüllner
796,Henrik Anton Schiøtt Heltberg,Torkel Halvorsen Aschehoug
797,Torkel Halvorsen Aschehoug,Henrik Anton Schiøtt Heltberg
798,x,Dorothea Falsen
798,x,Georg Brandes
798,x,Bjørnstjerne Bjørnson
798,x,Holger Drachmann
798,x,Jonas Lie
798,x,Jens Peter Jakobsen
799,Holger Drachmann,x
799,Holger Drachmann,Dorothea Falsen
799,Holger Drachmann,Georg Brandes
799,Holger Drachmann,Bjørnstjerne Bjørnson
799,Holger Drachmann,Jens Peter Jakobsen
799,Holger Drachmann,Peder Tordenskjold
799,Holger Drachmann,Hegermann-Lindenkrone
799,Holger Drachmann,Sophus Heegaard
799,Holger Drachmann,August Rasmussen
799,Holger Drachmann,Georg Brandes
799,Holger Drachmann,Henrik Jæger
799,Holger Drachmann,Holger Drachmann
799,Holger Drachmann,Sophus Heegaard
800,Carl B. Waltz,Eduard Engerth
800,Carl B. Waltz,Friedrich Friedländer
800,Carl B. Waltz,Adolf Obernmüllner
800,Carl B. Waltz,x
800,Carl B. Waltz,Julin Dannfeldt
801,Eduard Engerth,Carl B. Waltz
801,Eduard Engerth,Friedrich Friedländer
801,Eduard Engerth,Adolf Obernmüllner
801,Eduard Engerth,x
801,Eduard Engerth,Julin Dannfeldt
802,Friedrich Friedländer,Carl B. Waltz
802,Friedrich Friedländer,Eduard Engerth
802,Friedrich Friedländer,Adolf Obernmüllner
802,Friedrich Friedländer,x
802,Friedrich Friedländer,Julin Dannfeldt
803,Adolf Obernmüllner,Carl B. Waltz
803,Adolf Obernmüllner,Eduard Engerth
803,Adolf Obernmüllner,Friedrich Friedländer
803,Adolf Obernmüllner,x
803,Adolf Obernmüllner,Julin Dannfeldt
804,Julin Dannfeldt,Carl B. Waltz
804,Julin Dannfeldt,Eduard Engerth
804,Julin Dannfeldt,Friedrich Friedländer
804,Julin Dannfeldt,Adolf Obernmüllner
804,Julin Dannfeldt,x
804,Julin Dannfeldt,x
804,Julin Dannfeldt,Thomas Heftye
804,Julin Dannfeldt,Peter Petersen
804,Julin Dannfeldt,Don Dioscoro Puebla
806,Friedrich von Schiller,Bjørnstjerne Bjørnson
806,Friedrich von Schiller,Susanna Ibsen
806,Friedrich von Schiller,Marie Thoresen
806,Friedrich von Schiller,Thomas Kragh Thoresen
806,Friedrich von Schiller,Jakob Løkke
807,Marie Thoresen,August Larsen
807,Marie Thoresen,Johan Herman Thoresen
807,Marie Thoresen,Oskar Blumenthal
807,Marie Thoresen,Carl Christian Hall
807,Marie Thoresen,Andreas Frederik Krieger
807,Marie Thoresen,Didi Heibergs
807,Marie Thoresen,Marcus Monrad
807,Marie Thoresen,Ludvig Ludvigsen Daae
807,Marie Thoresen,Jakob Løkke
807,Marie Thoresen,Hans Jacob Jensen
